Date,1,2,3,4,5,Megaball
9/19/2012,7,24,33,34,40,6
9/15/2012,6,7,21,24,39,5
9/12/2012,2,27,31,32,35,1
9/8/2012,15,23,26,30,32,3
9/5/2012,5,9,11,16,19,3
9/1/2012,2,4,8,13,19,2
8/29/2012,2,5,6,27,37,5
8/25/2012,14,19,23,29,30,6
8/22/2012,2,5,10,11,34,1
8/18/2012,9,20,22,32,41,1
8/15/2012,6,19,27,30,33,4
8/8/2012,15,19,25,35,40,3
8/4/2012,3,6,13,19,33,1
8/1/2012,3,13,24,25,28,1
7/28/2012,3,16,21,30,33,5
7/25/2012,7,16,24,30,38,2
7/21/2012,9,25,31,32,36,2
7/18/2012,6,18,19,34,37,1
7/14/2012,8,9,20,21,41,3
7/11/2012,20,24,32,36,38,3
7/7/2012,2,13,25,30,32,4
7/4/2012,4,18,22,24,38,3
6/30/2012,16,18,20,22,36,2
6/27/2012,1,7,13,32,39,5
6/23/2012,12,13,24,26,27,6
6/20/2012,5,9,21,24,34,5
6/16/2012,14,17,19,24,40,2
6/13/2012,5,8,29,30,36,6
6/9/2012,5,11,20,28,41,4
6/6/2012,11,15,32,36,41,6
6/2/2012,3,15,22,31,39,5
5/30/2012,13,18,23,33,37,2
5/26/2012,7,25,26,35,38,1
5/23/2012,11,18,33,38,40,6
5/19/2012,5,10,21,24,37,5
5/16/2012,1,13,26,30,36,4
5/12/2012,9,11,34,35,38,4
5/9/2012,2,16,32,40,41,6
5/5/2012,2,7,8,19,39,3
5/2/2012,19,21,31,35,36,1
4/28/2012,6,13,18,29,40,2
4/25/2012,5,13,22,25,26,5
4/21/2012,12,15,20,23,38,1
4/18/2012,1,8,21,25,30,5
4/14/2012,1,11,19,30,32,1
4/11/2012,11,17,26,34,36,3
4/7/2012,4,6,13,21,36,3
4/4/2012,14,17,27,37,39,1
3/31/2012,4,19,26,27,36,5
3/28/2012,5,9,29,37,38,5
3/24/2012,1,14,15,33,41,3
3/21/2012,5,6,19,30,41,1
3/17/2012,6,28,33,37,41,5
3/14/2012,18,30,34,35,36,2
3/10/2012,14,20,27,28,36,1
3/7/2012,4,6,7,13,18,6
3/3/2012,7,17,34,37,40,3
2/29/2012,1,9,26,35,41,5
2/25/2012,3,13,19,21,26,3
2/22/2012,9,14,17,21,40,6
2/18/2012,5,9,25,28,35,4
2/15/2012,14,26,31,33,39,1
2/11/2012,4,6,17,26,32,5
2/8/2012,2,4,9,14,17,3
2/4/2012,14,29,30,34,35,6
2/1/2012,4,5,16,25,41,3
1/28/2012,1,16,24,25,39,4
1/25/2012,1,11,23,33,40,3
1/21/2012,13,19,23,27,40,2
1/18/2012,13,17,18,19,26,6
1/14/2012,12,25,27,30,37,1
1/11/2012,11,17,21,39,40,5
1/7/2012,19,22,23,24,35,5
1/4/2012,15,20,25,31,37,5
12/31/2011,3,5,6,19,30,1
12/28/2011,11,17,19,29,31,6
12/24/2011,3,6,10,20,25,4
12/21/2011,8,32,33,40,41,6
12/17/2011,16,17,18,28,41,6
12/14/2011,4,7,9,22,40,2
12/10/2011,7,13,18,22,34,4
12/7/2011,3,7,11,14,16,2
12/3/2011,6,13,21,23,41,2
11/30/2011,18,21,30,31,35,6
11/26/2011,5,19,37,39,40,2
11/23/2011,2,9,34,37,40,6
11/19/2011,7,22,24,26,36,6
11/16/2011,3,8,12,16,32,2
11/12/2011,1,8,20,26,35,1
11/9/2011,12,17,20,28,34,2
11/5/2011,9,11,20,21,25,2
11/2/2011,2,14,26,31,32,6
10/29/2011,2,16,29,30,33,4
10/26/2011,10,20,30,31,33,4
10/22/2011,8,12,26,31,32,2
10/19/2011,1,4,23,30,39,6
10/15/2011,1,2,3,17,18,2
10/12/2011,4,12,23,30,36,2
10/8/2011,8,9,24,28,30,1
10/5/2011,2,16,21,29,33,6
10/1/2011,17,18,22,28,33,1
9/28/2011,1,11,15,27,31,5
9/24/2011,19,20,28,32,34,5
9/21/2011,3,18,22,28,34,3
9/17/2011,8,15,22,30,32,1
9/14/2011,19,21,23,26,38,6
9/10/2011,2,8,17,20,38,2
9/7/2011,6,12,15,26,38,3
9/3/2011,2,20,27,31,38,6
8/31/2011,2,7,11,27,35,5
8/27/2011,4,13,21,24,36,5
8/24/2011,3,9,15,18,32,1
8/20/2011,8,15,20,26,32,6
8/17/2011,2,12,13,16,39,1
8/13/2011,11,29,31,35,36,3
8/10/2011,2,26,36,38,40,5
8/6/2011,4,18,21,24,28,1
8/3/2011,19,23,27,29,40,2
7/30/2011,5,6,28,29,40,4
7/27/2011,8,11,23,29,30,1
7/23/2011,1,9,21,24,37,6
7/20/2011,5,11,18,25,33,2
7/16/2011,2,26,29,32,34,6
7/13/2011,10,14,26,27,28,3
7/9/2011,5,11,27,30,35,3
7/6/2011,1,14,17,33,34,2
7/2/2011,3,8,13,28,32,1
6/29/2011,8,12,18,26,34,2
6/25/2011,2,7,15,17,18,3
6/22/2011,5,11,12,33,36,1
6/18/2011,12,20,26,27,41,3
6/15/2011,15,17,27,29,31,6
6/11/2011,3,13,21,35,40,3
6/8/2011,4,7,15,22,34,1
6/4/2011,6,10,14,17,26,3
6/1/2011,14,15,23,29,38,4
5/28/2011,3,15,18,29,41,6
5/25/2011,12,17,20,27,34,3
5/21/2011,3,13,21,22,40,5
5/18/2011,1,10,22,36,38,2
5/14/2011,4,5,6,8,26,4
5/11/2011,7,18,21,26,33,1
5/7/2011,1,4,9,18,30,3
5/4/2011,5,10,11,18,34,2
4/30/2011,10,13,23,29,32,6
4/27/2011,1,9,13,19,25,3
4/23/2011,4,26,34,36,41,6
4/20/2011,3,8,14,24,39,2
4/16/2011,20,24,26,27,36,6
4/13/2011,4,7,10,33,38,4
4/9/2011,1,5,6,14,32,5
4/6/2011,3,12,37,40,41,2
4/2/2011,7,10,18,27,34,5
3/30/2011,8,9,10,19,40,4
3/26/2011,6,8,31,33,40,6
3/23/2011,5,6,8,17,29,4
3/19/2011,14,25,34,38,41,4
3/16/2011,2,8,26,28,32,2
3/12/2011,3,4,5,17,22,6
3/9/2011,2,9,25,30,35,5
3/5/2011,6,13,22,24,27,5
3/2/2011,8,28,32,37,38,1
2/26/2011,4,5,20,33,40,5
2/23/2011,12,19,20,38,40,1
2/19/2011,4,7,11,18,25,3
2/16/2011,1,21,22,31,41,4
2/12/2011,1,4,16,18,38,3
2/9/2011,8,10,16,36,41,2
2/5/2011,8,10,17,25,29,4
2/2/2011,7,15,18,26,30,2
1/29/2011,13,31,36,40,41,5
1/26/2011,5,7,9,22,39,4
1/22/2011,11,21,31,36,39,3
1/19/2011,4,27,30,39,41,2
1/15/2011,2,6,10,21,32,1
1/12/2011,3,16,18,39,40,2
1/8/2011,14,27,30,32,37,4
1/5/2011,12,13,25,28,35,5
1/1/2011,12,13,24,28,38,4
12/29/2010,6,15,19,32,40,3
12/25/2010,1,17,29,33,38,2
12/22/2010,7,11,13,24,31,3
12/18/2010,4,10,35,37,40,2
12/15/2010,1,8,28,30,37,3
12/11/2010,1,12,13,29,40,2
12/8/2010,2,6,13,15,35,4
12/4/2010,3,7,9,32,37,1
12/1/2010,19,25,28,29,32,1
11/27/2010,22,23,30,31,34,1
11/24/2010,3,17,28,30,36,4
11/20/2010,1,22,30,35,40,5
11/17/2010,11,17,18,26,41,5
11/13/2010,3,21,25,27,36,1
11/10/2010,1,3,16,21,39,4
11/6/2010,1,12,19,26,31,5
11/3/2010,2,13,15,22,27,1
10/30/2010,22,30,31,34,38,2
10/27/2010,1,15,17,22,36,6
10/23/2010,9,14,17,23,26,4
10/20/2010,6,12,21,26,33,5
10/16/2010,3,6,17,28,29,5
10/13/2010,3,13,20,27,34,5
10/9/2010,4,5,16,23,33,2
10/6/2010,6,28,31,37,39,3
10/2/2010,1,9,12,27,30,3
9/29/2010,6,12,19,24,28,6
9/25/2010,5,8,15,20,34,2
9/22/2010,3,23,24,32,39,1
9/18/2010,3,9,35,37,38,6
9/15/2010,6,9,11,28,39,2
9/11/2010,6,8,15,21,22,1
9/8/2010,6,29,30,34,35,1
9/4/2010,10,15,17,24,36,1
9/1/2010,8,17,18,31,35,6
8/28/2010,2,21,24,27,34,4
8/25/2010,1,12,16,30,38,5
8/21/2010,6,10,16,21,24,3
8/18/2010,6,9,11,20,23,5
8/14/2010,2,20,23,25,32,1
8/11/2010,11,24,27,29,30,2
8/7/2010,1,3,20,21,26,4
8/4/2010,8,9,12,20,35,4
7/31/2010,13,19,26,31,32,1
7/28/2010,13,30,31,34,41,6
7/24/2010,6,15,18,20,38,4
7/21/2010,5,8,16,33,34,5
7/17/2010,1,4,19,22,24,6
7/14/2010,3,12,14,31,33,6
7/10/2010,3,8,17,36,39,3
7/7/2010,1,6,9,12,21,5
7/3/2010,4,14,21,23,29,6
6/30/2010,16,22,28,31,36,4
6/26/2010,20,27,28,30,38,5
6/23/2010,1,15,19,34,40,1
6/19/2010,2,13,24,25,27,6
6/16/2010,1,5,13,22,38,6
6/12/2010,12,14,32,36,41,6
6/9/2010,1,3,13,27,32,3
6/5/2010,4,23,32,33,35,2
6/2/2010,2,8,9,23,40,3
5/29/2010,9,10,17,22,29,4
5/26/2010,4,20,27,34,36,4
5/22/2010,7,15,33,34,40,3
5/19/2010,9,14,21,27,40,5
5/15/2010,2,9,13,26,37,4
5/12/2010,2,11,15,18,23,5
5/8/2010,6,16,18,25,38,1
5/5/2010,3,17,26,28,35,2
5/1/2010,7,21,23,24,25,6
4/28/2010,5,9,20,28,39,2
4/24/2010,1,14,18,27,32,2
4/21/2010,5,11,17,22,24,5
4/17/2010,14,18,28,29,33,1
4/14/2010,5,23,34,35,41,6
4/10/2010,17,27,29,30,38,5
4/7/2010,3,8,16,32,37,3
